# Field extents   
# Reference position: (0.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# Threshold       : 5.0000000000e-01
# Time            	alpha_internal    
2.23928           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.23964           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24              (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24042           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24078           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24119           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24165           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24192           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24222           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24252           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24287           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24326           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24365           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24408           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24441           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24478           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24505           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24535           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24569           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24608           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24655           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24687           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24722           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24762           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24788           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24816           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24848           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24884           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24925           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.24972           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25011           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25053           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25094           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25127           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25165           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25207           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25245           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25287           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25334           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2539            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25433           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25481           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25518           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25558           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25602           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25638           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25678           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25724           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25779           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25824           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25868           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25912           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.25956           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26              (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26043           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26081           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26123           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2617            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26211           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26257           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26296           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26334           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26377           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26418           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26459           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26502           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2655            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26591           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26638           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26691           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26728           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2677            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26811           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2685            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26892           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26939           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.26981           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2703            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27074           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27122           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27162           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27199           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27237           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27275           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27318           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27366           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27415           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27457           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27502           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27552           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27589           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2763            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27671           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27712           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2776            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.278             (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2785            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27888           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27925           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.27963           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28              (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28038           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28078           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28116           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28159           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28206           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28245           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2828            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28319           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28364           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28399           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28435           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28475           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28509           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28547           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2859            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28638           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28678           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28721           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28761           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28805           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28848           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28889           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28926           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.28967           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29003           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29043           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29081           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29125           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29169           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29206           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2924            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29276           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29316           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2935            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29386           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2942            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29459           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29498           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.2954            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29575           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29614           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29649           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29688           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29722           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29762           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29802           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29835           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29868           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29901           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29934           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.29967           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.3               (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30034           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30073           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30105           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30141           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30181           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.3022            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30252           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30288           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30328           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30373           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30404           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.3044            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30474           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30508           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30543           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30582           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30622           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30666           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30702           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30738           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30779           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30812           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30849           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30883           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30919           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.30959           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31004           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.3105            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31085           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31125           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.3116            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.312             (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31234           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31273           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31306           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31339           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31376           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31417           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31466           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31501           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31537           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31568           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31599           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31632           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31669           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31706           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31735           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31768           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31807           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31839           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
2.31879           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
